[Fri Nov 23 09:59:47.222886 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206ad0f6410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php'
[Fri Nov 23 09:59:47.222886 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206ad0f6410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Fri Nov 23 09:59:47.222886 2018] [rewrite:trace1] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206ad0f6410/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Fri Nov 23 09:59:47.223887 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206afe92450/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Fri Nov 23 09:59:47.223887 2018] [rewrite:trace1] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206afe92450/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Fri Nov 23 09:59:49.013198 2018] [rewrite:trace2] [pid 12252:tid 1236] mod_rewrite.c(482): [client 127.0.0.1:52820] 127.0.0.1 - - [hexlet-slim-example2/sid#206ad0d1450][rid#206afe86b70/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'cart-items' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:43:44.478335 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56218] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e38230/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Sun Nov 25 17:43:44.478335 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56218] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e38230/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Sun Nov 25 17:43:44.478335 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56218] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3a1c8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Sun Nov 25 17:43:44.478335 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56218] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3a1c8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Sun Nov 25 17:45:22.721232 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1e160/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'cart-items' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.721232 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1e160/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.721232 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1e160/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.722233 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e26360/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.722233 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e26360/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.975798 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1c150/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.976808 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1c150/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.976808 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1c150/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.977799 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1e1d8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:22.977799 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1e1d8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:45:23.338897 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2c1d0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Sun Nov 25 17:45:23.338897 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2c1d0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Sun Nov 25 17:45:23.338897 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2c1d0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Sun Nov 25 17:45:23.339898 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1c1c8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Sun Nov 25 17:45:23.339898 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56367] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1c1c8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Sun Nov 25 17:47:12.382233 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e281b0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'cart-items' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.382233 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e281b0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.382233 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e281b0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.383233 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e162e0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.383233 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e162e0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.551301 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e20170/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.551301 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e20170/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.551301 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e20170/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.551301 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e28228/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.551301 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e28228/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:47:12.809373 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1a140/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Sun Nov 25 17:47:12.809373 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1a140/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Sun Nov 25 17:47:12.809373 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e1a140/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Sun Nov 25 17:47:12.810373 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e20220/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Sun Nov 25 17:47:12.810373 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56528] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e20220/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Sun Nov 25 17:50:48.424155 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e40270/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'cart-items' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.425154 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e40270/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.425154 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e40270/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.425154 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3e420/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.425154 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3e420/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.595240 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e301f0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.595240 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e301f0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.595240 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e301f0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.595240 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e402e8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.595240 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e402e8/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:50:48.888335 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e38230/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Sun Nov 25 17:50:48.888335 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e38230/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Sun Nov 25 17:50:48.888335 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e38230/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Sun Nov 25 17:50:48.888335 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e302a0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Sun Nov 25 17:50:48.889338 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56820] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e302a0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
[Sun Nov 25 17:52:05.117944 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2a1c0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'cart-items' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.118443 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2a1c0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.118443 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2a1c0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.118946 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e363e0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.118946 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e363e0/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.304986 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3c250/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite '' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.304986 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3c250/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php, referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.304986 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3c250/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.305989 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2a238/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php', referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.305989 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2a238/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE], referer: http://hexlet-slim-example2/
[Sun Nov 25 17:52:05.649090 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2c1d0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'favicon.ico' -> 'index.php'
[Sun Nov 25 17:52:05.649090 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2c1d0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] strip document_root prefix: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php -> /index.php
[Sun Nov 25 17:52:05.649090 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e2c1d0/initial] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] internal redirect with /index.php [INTERNAL REDIRECT]
[Sun Nov 25 17:52:05.650092 2018] [rewrite:trace2] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3c300/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] rewrite 'index.php' -> 'index.php'
[Sun Nov 25 17:52:05.650092 2018] [rewrite:trace1] [pid 12344:tid 1120] mod_rewrite.c(482): [client 127.0.0.1:56929] 127.0.0.1 - - [hexlet-slim-example2/sid#23ad56cc868][rid#23ad6e3c300/initial/redir#1] [perdir C:/Server/data/htdocs/Project/hexlet-slim-example2/public/] initial URL equal rewritten URL: C:/Server/data/htdocs/Project/hexlet-slim-example2/public/index.php [IGNORING REWRITE]
